"","id","name","host_id","host_name","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","group"
"11090",29055105,"Economy 2Bed/2Bath Suite 1 Min from Subway (93-2)",217636533,"Warren","Woodbine-Lumsden",43.68745,-79.30995,1,99,1,16,14,1.3,4,84,2
"11091",29056779,"**NEW**
**Chinatown-APT**
全独立空间一整层一房一厅一厨一卫",188435235,"Weilue","Kensington-Chinatown",43.64841,-79.39838,1,80,1,26,17,1.63,2,75,2
"11092",29058465,"Toronto Welcome",199252730,"Wendy","Humewood-Cedarvale",43.68836,-79.42055,1,150,3,2,411,0.12,1,13,2
"11093",29059319,"Beautify, clean, quiet private boho apt for 2-4",214881446,"Michael","Dorset Park",43.7441,-79.27528,1,99,1,45,3,2.88,1,66,4
"11094",29060586,"Peace Home",190005484,"Bede","Milliken",43.82436,-79.26648,1,62,1,162,2,10,1,81,3
"11095",29060600,"Spectacular Condo by Scotiabank/CNTower w/1Parking",194826634,"Mark","Waterfront Communities-The Island",43.64246,-79.38182,1,199,2,72,3,4.76,1,151,3
"11096",29061984,"Beautiful bachelorette in parkdale, Toronto.",181688496,"Celeste","South Parkdale",43.63816,-79.43516,1,65,3,3,248,0.34,1,0,2
"11097",29062311,"Luxury and new renovated house with free parking",170281787,"Ray","Willowdale West",43.77357,-79.43459,1,146,2,11,109,1.34,1,0,4
"11098",29063840,"CN Tower view private balcony. Christie subway C3",131082724,"Laura","Annex",43.66842,-79.41828,3,49,1,86,43,5.2,18,72,3
"11099",29070307,"The Ultimate Location & Comfort w/Memory Foam Beds",118267879,"Aaron","Waterfront Communities-The Island",43.64714,-79.39303,1,200,2,68,6,4.26,2,205,3
"11100",29070496,"M'S INN HOME STAY",219052456,"Marianna","Oakwood Village",43.68782,-79.44585,3,40,1,29,104,1.8,2,349,2
"11101",29071398,"D/DT/UofT/kensinton market/3 persons/chinatown",201680762,"Helen","Kensington-Chinatown",43.65322,-79.40381,3,60,2,34,30,2.25,7,39,2
"11102",29072375,"1 Bedroom Apt (B)– CENTRAL/EAST by Woodbine Subway",77706053,"Fatima & Marcus","Woodbine-Lumsden",43.68838,-79.3126,1,80,180,12,44,1.22,4,227,2
"11103",29078573,"Charming Danforth apartment by the subway.",183723118,"Karen","Danforth",43.68141,-79.34352,1,99,2,21,140,1.32,1,164,2
"11104",29078992,"Cozy Cliffside Casita",30860335,"Mehnaz","Birchcliffe-Cliffside",43.7082,-79.25401,1,80,1,51,159,3.1,1,0,4
"11105",29079046,"Room B w/lock TTC/401/DVP, CMCC, Tyndale, Parking",25698183,"Matt","Bayview Woods-Steeles",43.80169,-79.37393,3,34,2,17,89,1.1,4,7,4
"11106",29080358,"Classy High Park Home - Walk to UP Express!",219150317,"Shelley","High Park North",43.66065,-79.45731,1,288,1,9,415,0.57,1,0,2
"11107",29080456,"2 BR Upscale Condo | Balcony | City Views",219151237,"Saira","Waterfront Communities-The Island",43.63878,-79.39887,1,80,1,51,20,3.13,1,32,2
"11108",29080710,"Black Pepper Loft — Urban at it’s Best",47031016,"Clayton","Dovercourt-Wallace Emerson-Junction",43.66559,-79.42663,1,135,2,51,33,3.12,3,66,2
"11109",29081544,"Private basement room by subway close to YorkU",102017896,"Julia","Yorkdale-Glen Park",43.72345,-79.4595,3,21,14,2,381,0.12,6,320,4
"11110",29081868,"Private room for one on the main floor of a house",106039324,"Nami","Humber Heights-Westmount",43.69839,-79.52862,3,28,5,2,15,0.12,3,318,2
"11111",29082270,"Newly renovated private room for 2 on second floor",106039324,"Nami","Humber Heights-Westmount",43.69818,-79.5281,3,32,3,2,15,0.14,3,64,2
"11112",29094089,"Stylish apartment on Queen St W!",50301373,"Barbara","Kensington-Chinatown",43.6501,-79.39636,1,175,6,3,149,0.19,1,21,2
"11113",29094482,"Single room for student",80562718,"Julie","Yorkdale-Glen Park",43.71145,-79.45068,4,50,30,2,172,0.14,1,227,4
"11114",29097429,"Special Two Bedroom Luxury Suite Downtown",31682604,"Zain","Waterfront Communities-The Island",43.6428,-79.38144,1,97,2,72,23,4.49,4,69,3
"11115",29099046,"Midtown Shared room Man Only S4",128444795,"Yan","Dorset Park",43.76162,-79.28297,4,34,1,1,154,0.19,12,365,4
"11116",29099918,"Downtown Top Floor w/ Deck/private Washroom",162894786,"Sherry","University",43.66509,-79.4069,3,80,1,9,65,0.58,3,58,2
"11117",29100213,"Home Away from Home",214587290,"Irene","Pelmo Park-Humberlea",43.72163,-79.53175,3,70,1,1,332,0.09,1,365,2
"11118",29103296,"1400+Superhost 5* BEST EXPERIENCE of TORONTO",8217450,"Mike","Church-Yonge Corridor",43.65558,-79.37825,1,111,1,7,111,0.62,1,46,2
"11119",29103326,"Stylish condo in the heart (sleeps 5)",212274343,"Alex","Waterfront Communities-The Island",43.63788,-79.39894,1,125,5,48,18,3.04,1,164,2
"11120",29106392,"Executive High Rise 1BR Condo Lakeshore Downtown",135718015,"Ak","Waterfront Communities-The Island",43.64041,-79.38013,1,199,28,4,157,0.29,28,221,2
"11121",29118686,"Central, Spacious, Modern Condo with Stunning View",74376784,"Robert","Niagara",43.63661,-79.40515,1,80,3,31,21,1.95,1,156,2
"11122",29119793,"Lovely Annex Apartment",122293482,"Madeline","Annex",43.67115,-79.41124,1,99,1,1,457,0.07,1,0,1
"11123",29123458,"Trinity-Bellwoods Suite w/ Private Bath & Entrance",57549545,"Angela","Trinity-Bellwoods",43.64665,-79.41183,1,89,1,45,20,2.77,1,27,2
"11124",29125040,"Full Walk Out Private Apartment in The Sun House",16751604,"Joel And Amanda","Stonegate-Queensway",43.63339,-79.48818,1,76,90,11,319,0.69,1,349,2
"11125",29127322,"Bright 1 Bedroom Basement Apartment",190158464,"Brittany","Oakridge",43.69548,-79.27619,1,64,2,21,44,1.32,1,1,2
"11126",29127988,"Modern & Bright Condo w/ Lakeview in Entertainment District",218915046,"Xiucheng","Waterfront Communities-The Island",43.64189,-79.38231,1,78,2,77,16,4.98,1,330,3
"11127",29129372,"Knox Ave Suites",82329461,"Jen & Ryan","Greenwood-Coxwell",43.66381,-79.32486,3,90,1,16,45,0.98,1,0,2
"11128",29130620,"Large Condo | CN Tower | Downtown Toronto |",112700317,"Emma","Waterfront Communities-The Island",43.64327,-79.37961,1,150,1,129,2,8.01,1,72,3
"11129",29131738,"NEW-Bright & Clean 2 Bedroom Spacious guest suite",200644024,"Alamgir","Birchcliffe-Cliffside",43.71185,-79.25012,1,121,3,28,12,1.78,1,175,4
"11130",29132140,"Room# 2 of 97 Byng Ave",151830841,"Mon","Willowdale East",43.77676,-79.41069,3,38,7,2,118,0.39,12,257,4
"11131",29132309,"New Modern Suite in Leslieville",96737822,"Amy","South Riverdale",43.66374,-79.33908,1,137,14,39,10,2.57,1,58,2
"11132",29133566,"2-Queen bed near Jane SW free street parking(2)",146328351,"Anna","High Park-Swansea",43.64381,-79.48151,3,68,2,65,20,4.13,9,30,2
"11133",29133950,"3-Queen bed with free parking on the street(3)",146328351,"Anna","High Park-Swansea",43.64381,-79.48151,3,62,2,51,5,3.21,9,51,2
"11134",29134620,"4-Tiny room free street parking (4)",146328351,"Anna","High Park-Swansea",43.64381,-79.48151,3,46,2,53,50,3.31,9,47,2
"11135",29134995,"Luxury 2 Bed 2 Bath With CN Tower / Lake View",48533163,"Saima","Waterfront Communities-The Island",43.64249,-79.38082,1,198,7,18,13,1.1,27,202,2
"11136",29137967,"Sky High Living on the Lake- 58 floor in the 6!!!!",81151274,"Frank And Kat","Waterfront Communities-The Island",43.64095,-79.38227,1,300,1,125,17,7.67,6,329,3
"11137",29146937,"Spacious One bedroom apartment in Midtown Toronto.",131528695,"Javier","Yonge-Eglinton",43.70655,-79.40131,1,95,1,34,6,2.22,1,38,2
"11138",29150713,"Private Rooms in Townhouse in Don Mills- Free Park",128413636,"Amna","Banbury-Don Mills",43.73904,-79.34202,1,76,1,42,49,3.22,1,26,4
"11139",29152143,"Beautiful One bedroom Condo with park view .",219669123,"Galina","Glenfield-Jane Heights",43.74881,-79.50481,1,80,5,13,43,0.84,1,209,2
"11140",29153243,"Luxury suite in historic Bloor West Village",2334723,"Shawn","Runnymede-Bloor West Village",43.65429,-79.48643,1,76,2,64,64,3.93,1,0,2
"11141",29157765,"Great room for great guest",150187681,"Elie","Cabbagetown-South St.James Town",43.6662,-79.37685,3,70,2,5,408,0.31,2,0,1
"11142",29162412,"Chic Liberty Condo with Balcony ♥ Minutes from DT",63529198,"Rachel","Niagara",43.6388,-79.41443,1,199,2,20,45,1.22,1,87,2
"11143",29164389,"room A",141553252,"Lourdes","Corso Italia-Davenport",43.68194,-79.44401,3,29,3,8,55,0.5,3,319,2
"11144",29175592,"Luxury PENTHOUSE w BREATHTAKING CN TOWER VIEWS!",115442293,"Maya","Waterfront Communities-The Island",43.64134,-79.39201,1,909,1,9,321,0.57,8,170,2
"11145",29176867,"Unique PENTHOUSE VIP Suite w CN TOWER VIEWS!",115442293,"Maya","Waterfront Communities-The Island",43.64009,-79.39071,3,258,3,1,411,0.07,8,56,2
"11146",29178475,"Stunning New Downtown Condo - free parking!",219464502,"Night","Waterfront Communities-The Island",43.64647,-79.39116,1,121,3,17,111,1.11,1,19,2
"11147",29179109,"D Most Luxurious Suit @ Core Of DOWNTOWN, Toronto",217409528,"Aba","Waterfront Communities-The Island",43.64282,-79.38104,1,125,3,69,13,4.25,1,26,3
"11148",29179358,"Cozy 1 BR by Scotiabank Arena & MTCC",33238402,"Steve","Waterfront Communities-The Island",43.6433,-79.39296,1,325,1,4,346,0.3,42,0,2
"11149",29179372,"Relaxing 1 BR by Scotiabank Arena & MTCC",33238402,"Steve","Waterfront Communities-The Island",43.64289,-79.39289,1,325,1,7,68,0.53,42,0,2
"11150",29181061,"Queen St East 1 Bedroom Apartment",21382885,"Peter","Moss Park",43.6543,-79.36967,1,99,2,40,45,2.53,1,71,2
"11151",29184260,"Luxury Private Room @ Finch Station free parking",38882998,"Li And Jing","Newtonbrook West",43.77807,-79.42487,3,80,1,21,22,1.3,3,351,4
"11152",29186162,"⭐️Value | Spacious | Bright | Convenient near ❤️DT",210303311,"Lily","Blake-Jones",43.67694,-79.3382,3,60,1,125,17,7.64,4,77,3
"11153",29186443,"Bright and Cozy 2 Bedroom Unit + Parking",85109485,"Pavel","Little Portugal",43.64633,-79.42681,1,220,20,3,307,0.19,15,364,2
"11154",29186640,"⭐️Private Bath | Spacious | Convenient near ❤️DT",210303311,"Lily","Blake-Jones",43.67873,-79.33923,3,60,1,118,24,7.45,4,42,3
"11155",29186827,"⭐️Ensuite BA | Spacious | Convenient near ❤️DT",210303311,"Lily","Blake-Jones",43.67805,-79.3392,3,99,1,145,31,8.9,4,61,3
"11156",29189007,"Studio Apt (C) – CENTRAL/EAST by Woodbine Subway",77706053,"Fatima & Marcus","Danforth East York",43.68855,-79.31404,1,70,180,10,107,0.68,4,165,2
"11157",29189174,"Bright, family-friendly Annex apartment",167253735,"Anna","Annex",43.67549,-79.40349,1,110,3,2,355,0.16,1,0,2
"11158",29190109,"1 Bedroom Apt (D)– CENTRAL/EAST by Woodbine Subway",77706053,"Fatima & Marcus","Woodbine-Lumsden",43.68841,-79.31295,1,65,180,11,15,0.75,4,196,2
"11159",29190606,"Stylish 1 bd Annex apt near ROM - 10 min walk",4631329,"Luanne","Annex",43.67473,-79.40175,1,121,2,48,76,4.25,1,0,2
"11160",29207652,"Cozy bedroom sublet downtown!",12760046,"Kahlil","South Parkdale",43.63773,-79.43445,3,34,14,4,107,0.24,1,61,2
"11161",29208109,"Charming Downtown Condo + Free Parking",218471879,"Joy","Niagara",43.63787,-79.40544,1,135,2,64,93,4.1,1,0,3
"11162",29208389,"Luxury Spacious (2+1 BR) Modern Condo with Parking",6889569,"Andrei","Etobicoke West Mall",43.64046,-79.56254,1,115,28,11,137,0.75,1,282,2
"11163",29212135,"39th floor with beautiful Lakeview + Free parking!",165531316,"James","Waterfront Communities-The Island",43.63997,-79.39939,1,160,1,94,27,5.76,2,89,3
"11164",29215258,"Toronto Apartment in a Great Neighbourhood",220120643,"Christian","Palmerston-Little Italy",43.66209,-79.42366,1,121,2,9,279,0.66,1,0,2
"11165",29215836,"Nice comfy basement near downtown  Toronto.",73241760,"Ivan","Roncesvalles",43.64234,-79.43575,1,80,2,5,161,0.38,1,13,2
"11166",29216160,"Beautiful 1-Bedroom in Toronto's Downtown Core",220127550,"Lisa","Church-Yonge Corridor",43.66366,-79.3813,1,150,1,4,475,0.25,1,0,1
"11167",29216202,"3 bedroom Bungalow 15 Mins to downtown by car",215930739,"Mir","Wexford/Maryvale",43.7598,-79.31027,1,300,1,34,314,2.12,1,0,4
"11168",29216938,"5 Bedroom with Backyard",1430894,"Ronen","Palmerston-Little Italy",43.65582,-79.41862,1,225,2,4,222,0.26,10,12,2
"11169",29217755,"Arty Detached House with a Garden in Little Italy",219911989,"Jeremy","Trinity-Bellwoods",43.65464,-79.41301,1,175,2,9,45,0.66,1,203,2
"11170",29220386,"7 min walk from Christie subway incl parking B2",131082724,"Laura","Annex",43.66769,-79.41641,3,38,1,86,27,5.33,18,31,3
"11171",29232449,"Entire Specious 2 Bd Suite Near Airport & Downtown",220222963,"Olena","Eringate-Centennial-West Deane",43.64343,-79.57422,1,109,2,66,13,4.12,1,165,2
"11172",29233531,"The Treehouse",220102145,"Stuart","Dufferin Grove",43.65715,-79.43084,1,85,1,70,8,4.49,1,242,3
"11173",29234133,"One Bedroom Cozy Apartment (Lower part of a house)",47806591,"Aphrodite","O'Connor-Parkview",43.7113,-79.29995,1,50,7,6,60,0.38,2,103,4
"11174",29235599,"***Cozy Downtown Condo Private Room***",195188245,"Jay","Bay Street Corridor",43.66137,-79.38538,3,45,2,34,17,2.21,1,52,2
"11175",29238782,"Single bedroom main floor #2",24085234,"Cristina","Caledonia-Fairbank",43.68837,-79.46029,3,34,5,5,45,0.38,9,135,2
"11176",29238861,"Toronto DT Yorkville/U of T area luxury en- suite",213569402,"Jennifer","Church-Yonge Corridor",43.66998,-79.38595,1,125,1,2,452,0.12,1,0,1
"11177",29240508,"Apartment "" Travel lodge """,60537914,"Vane&Keti","Etobicoke West Mall",43.6362,-79.56346,1,99,2,34,34,2.15,1,160,2
"11178",29242529,"Central Downtown Toronto Condo",33313821,"Lola","Waterfront Communities-The Island",43.64654,-79.39097,1,251,5,7,106,0.68,1,89,2
"11179",29244006,"Stylish little basement apartment-Netflix-Private",71465348,"A&G","Dufferin Grove",43.6576,-79.44245,1,70,1,67,103,4.14,4,116,3
"11180",29246443,"Massive Garden District Loft--Event Space!",4010527,"Diane","Moss Park",43.65701,-79.37109,1,300,1,4,112,0.46,5,318,2
"11181",29250715,"Stunning Views from Liberty Village",42023881,"Mike","Niagara",43.63879,-79.41666,3,95,3,11,321,0.68,1,0,2
"11182",29252579,"private ensuite with a stunning view of the lake",71011339,"Daniel","Mimico (includes Humber Bay Shores)",43.62437,-79.47909,3,110,1,2,475,0.13,1,0,1
"11183",29254959,"Spacious One Bedroom Suite",214788823,"Abhudaya","Eglinton East",43.74132,-79.25668,3,60,5,14,35,0.88,2,365,4
"11184",29259995,"Beautiful Bachelor Apartment Downtown Toronto",220447972,"Kelsi","Little Portugal",43.65034,-79.43421,1,80,2,7,125,0.51,1,0,2
"11185",29260589,"Budget Triple Room",21296463,"Jenny","Lawrence Park North",43.73165,-79.39488,3,76,1,5,180,0.65,4,0,4
"11186",29261123,"Private Apartment + Free Parking 
Queen & Spadina",220457646,"Tracy & Sherman","Kensington-Chinatown",43.64952,-79.39865,1,150,2,58,15,3.61,1,39,2
"11187",29261494,"B1: Scarboroug Semibasement with Window Single Bed",6096034,"Christina","Tam O'Shanter-Sullivan",43.7781,-79.29335,3,27,1,13,62,0.88,7,344,4
"11188",29262252,"01 bright room at York University Subway",43488381,"Runying","York University Heights",43.76746,-79.49611,3,42,1,9,15,0.57,35,258,4
"11189",29269339,"Large Little Italy Duplex",83632797,"Sharon","Palmerston-Little Italy",43.65501,-79.42567,1,70,3,38,19,2.53,2,27,2
"11190",29274511,"Explore Toronto from a Cozy Two Bedroom Condo",220549510,"Steven","Agincourt South-Malvern West",43.78529,-79.28774,1,98,1,68,5,4.26,1,89,4
"11191",29276829,"Double bed room 101",21296463,"Jenny","Lawrence Park North",43.73108,-79.39662,3,60,1,2,116,0.13,4,0,4
"11192",29276983,"Double bed room 202",21296463,"Jenny","Lawrence Park North",43.73225,-79.39513,3,89,1,5,104,0.77,4,0,4
"11193",29277138,"Double bed room 203",21296463,"Jenny","Lawrence Park North",43.73232,-79.3964,3,45,1,1,161,0.19,4,0,4
"11194",29277477,"QUIET AND COZY ROOM",220570311,"Sita","Newtonbrook West",43.79165,-79.44217,3,54,4,1,60,0.5,2,364,4
"11195",29277482,"Cozy Nook in Midtown Toronto",220573072,"Kelsey & Derek","Wychwood",43.67931,-79.43191,1,85,2,42,5,2.7,1,151,2
"11196",29279255,"Bright Cozy Sublet Downtown",186083921,"Kahlila","South Parkdale",43.63783,-79.43424,3,45,14,3,291,0.2,1,0,2
"11197",29279585,"Luxury 2 bed 2 bath with BEST view in the city!",120386650,"Maria","Waterfront Communities-The Island",43.64588,-79.39347,1,180,1,12,410,0.79,1,0,2
"11198",29279757,"Private basement apartment,Near Toronto Airport",220590925,"Mike","Willowridge-Martingrove-Richview",43.68101,-79.56065,1,65,1,6,380,0.38,1,0,2
"11199",29279846,"City View condo , steps from CN Tower.",220590898,"Svetlana","Waterfront Communities-The Island",43.64356,-79.39,1,251,1,52,28,3.39,1,80,2
"11200",29279991,"Bed Condo Room in 2 bedroom with 2 bathroom condo",220593717,"Abdullah","Yorkdale-Glen Park",43.71565,-79.45331,3,60,2,1,446,0.07,1,0,1
"11201",29280781,"Quiet Private Bedroom in Downtown + FREE parking",220600857,"Karen","Waterfront Communities-The Island",43.63909,-79.39664,3,90,1,90,10,5.56,2,29,3
"11202",29281820,"Bloorcourt basement suite",220572637,"Maristela","Dovercourt-Wallace Emerson-Junction",43.66165,-79.4334,1,76,2,85,21,5.29,2,254,3
"11203",29282783,"Female Only - Neat & cozy place - private room!",220617193,"Veena","Rouge",43.7994,-79.15485,3,46,1,1,230,0.13,1,89,4
"11204",29283022,"Stunning 2BR+2BA Corner Suite w/Parking  | Toronto",220616711,"Sonal & Hemanth","Niagara",43.63712,-79.40361,1,251,5,38,45,2.57,1,49,2
"11205",29285490,"Cozy High-Rise Studio in Heart of Downtown Toronto",54319548,"Kate And Michael","Waterfront Communities-The Island",43.6425,-79.38236,1,78,1,84,5,6.56,1,58,3
"11206",29286431,"3 Bedroom Luxury House",206141919,"Artur","Yorkdale-Glen Park",43.71424,-79.44901,1,251,1,7,384,0.44,1,0,2
"11207",29287642,"Cozy private room with backyard",92732554,"Yi","Don Valley Village",43.79271,-79.34493,3,37,1,8,410,0.53,1,0,4
"11208",29288196,"Cityscape 3Bed/2Bath Condo in the Heart of Toronto",139621236,"Lauren","Waterfront Communities-The Island",43.63805,-79.39985,1,489,3,53,6,3.44,5,332,2
"11209",29300065,"Luxury 1bd in Heart of Kensington Market - 103",55175789,"Ben","Kensington-Chinatown",43.65687,-79.40196,1,150,2,45,45,2.97,26,217,2
"11210",29300609,"Luxury 1bd in the Heart of Kensington Market - 104",55175789,"Ben","Kensington-Chinatown",43.65692,-79.40201,1,150,2,47,21,2.97,26,214,2
"11211",29300658,"Newly renovated house for YoU !",2564997,"Pilar","Caledonia-Fairbank",43.68735,-79.45042,1,99,3,2,194,0.15,1,0,2
"11212",29300788,"Cozy Private Room w/ Private Bathroom on Lakeshore",11866439,"Lexy","Mimico (includes Humber Bay Shores)",43.62242,-79.48457,3,80,1,24,114,1.48,1,81,2
"11213",29303725,"№9 — Ultra Modern Abode",47031016,"Clayton","Dovercourt-Wallace Emerson-Junction",43.6651,-79.42493,1,251,2,37,27,2.28,3,1,2
"11214",29304039,"Large 1-Bedroom Condo w/ Full Kitchen in Liberty",21641805,"Daniel","Niagara",43.63885,-79.41556,1,179,3,59,5,4.33,1,26,3
"11215",29307916,"Apartment in Trendy Junction Triangle",3817336,"Sean","Dovercourt-Wallace Emerson-Junction",43.66268,-79.44802,1,90,1,51,13,3.17,1,355,2
"11216",29309507,"Best Views in the City: 2 Bedroom Modern Condo",218807752,"Sam & Rachana","Waterfront Communities-The Island",43.63911,-79.38652,1,164,120,3,460,0.19,1,165,1
"11217",29310644,"Cozy Cedervale Hideaway",210013017,"Gabby","Oakwood Village",43.69557,-79.43986,3,251,1,3,163,0.19,2,320,2
"11218",29332029,"Entire 1 Bed + Den in downtown core",21926032,"Tamara","Waterfront Communities-The Island",43.64468,-79.38997,1,95,5,2,377,0.16,1,0,2
"11219",29334011,"382 Driftwood Avenue Unit 5 North York ON",220985469,"Raquel","Bay Street Corridor",43.65076,-79.38523,4,40,7,1,439,0.07,1,363,4
"11220",29335006,"LAKE  & CITY view high floor  with PREMIUM PARKING",8481080,"Kevin","Niagara",43.63618,-79.40473,1,175,3,105,6,7.38,1,176,3
"11221",29337839,"Luxury Home w/ 4 BR up to 10 person-750m to Finch",96961933,"Judy&Tony","Newtonbrook East",43.78295,-79.40909,1,350,3,8,97,0.53,3,181,4
"11222",29337849,"Brand New Finch Station 3 br Luxurious house",96961933,"Judy&Tony","Newtonbrook East",43.78213,-79.4098,1,220,3,13,19,0.9,3,77,4
"11223",29338866,"Stylish Downtown Condo with Free Parking",94635545,"Victoria","Niagara",43.63677,-79.40432,1,251,1,64,30,4.36,1,173,3
"11224",29338921,"Entire Condo, 1 bed, Amazing views lake & CN Tower",178710914,"A","Waterfront Communities-The Island",43.64142,-79.38106,1,101,1,114,16,7.39,1,24,3
"11225",29339228,"Comfortable Room near downtown",18274975,"Kaiser","Thorncliffe Park",43.70494,-79.34182,3,30,1,8,42,0.59,2,42,4
"11226",29340250,"Downtown for solo traveler girls (2min to subway)",95717284,"Tati","North St.James Town",43.67185,-79.37332,3,54,5,2,159,0.28,1,0,2
"11227",29342303,"1 room around York University Subway",43488381,"Runying","York University Heights",43.76728,-79.50479,3,36,1,9,5,0.68,35,353,4
"11228",29351881,"Separate entrance room minutes away from airport",187196495,"Max","Rexdale-Kipling",43.7166,-79.5646,3,60,1,16,180,1.02,12,47,2
"11229",29354405,"Luxury Serviced Condominium in Heart of Downtown",80149094,"Hotlet","Waterfront Communities-The Island",43.64274,-79.38223,1,231,6,13,113,0.85,4,168,2
"11230",29356848,"1Read informations, SHARED basement. Only monthly.",106824423,"Renata","Taylor-Massey",43.7009,-79.29308,4,28,30,3,137,0.29,6,30,4
"11231",29357566,"Cozy Studio Apartment in Heart of Kensington 106",55175789,"Ben","Kensington-Chinatown",43.65675,-79.40292,1,144,2,21,39,1.33,26,228,2
"11232",29357678,"Luxury Studio Apartment in Heart of Kensington 205",55175789,"Ben","Kensington-Chinatown",43.65636,-79.40319,1,150,2,42,19,2.69,26,228,2
"11233",29357908,"Lakeshore Condo 湖景公寓",30559235,"张","Waterfront Communities-The Island",43.64315,-79.37278,1,99,30,1,386,0.08,1,136,2
"11234",29359988,"Beautiful, Cozy 1 Bdrm apartment in heart of T.O",18658985,"Sam","Dufferin Grove",43.65347,-79.43304,1,80,2,34,149,2.15,1,0,2
"11235",29361270,"BEAUTIFUL DOWNTOWN CONDO TORONTO",80149094,"Hotlet","Waterfront Communities-The Island",43.64167,-79.38144,1,300,7,11,78,0.74,4,178,2
"11236",29361983,"Bright, clean, comfortable & cozy apartment",952682,"Martha","Trinity-Bellwoods",43.65364,-79.42219,3,45,1,7,103,1.32,1,44,2
"11237",29362182,"Cosy basement",176376290,"Deepak","Eglinton East",43.7416,-79.2452,3,50,2,6,217,0.62,1,0,4
"11238",29362234,"Perfect 1 Bedroom in the Heart of Harbourfront!",3430556,"Cindy","Waterfront Communities-The Island",43.64031,-79.38165,1,84,60,1,116,0.26,5,196,2
"11239",29362239,"Modern Basement Apartment in The Junction",4170351,"Natasha","Runnymede-Bloor West Village",43.6638,-79.49081,1,121,2,29,47,1.92,1,248,2
"11240",29362306,"3 bedroom House. Toronto East.
2 min to 401",221209645,"Eulin","Wexford/Maryvale",43.74804,-79.31089,1,251,3,45,33,2.99,1,51,4
"11241",29365187,"Haven in Downtown Toronto",169664485,"Ivy","Church-Yonge Corridor",43.66552,-79.38234,1,121,90,5,14,0.36,2,104,2
"11242",29366341,"Modern, Cozy, Bright City Core Stay",72030043,"Evgueni","Church-Yonge Corridor",43.66169,-79.37964,1,200,3,13,153,0.85,1,363,2
"11243",29370692,"Sky High Luxury Condo in a Fantastic Location",95745396,"Martin & Alevtina","Waterfront Communities-The Island",43.64597,-79.39405,1,150,2,62,14,3.92,1,115,3
"11244",29371105,"Upscale Condo Across from CN Tower!",189519197,"Nikki","Waterfront Communities-The Island",43.64308,-79.38904,1,90,1,107,4,6.67,1,205,3
"11245",29376524,"Sulgrave blue queen size room",103332460,"Long Xiu","St.Andrew-Windfields",43.75051,-79.37751,3,45,2,4,167,0.25,7,43,4
"11246",29382171,"LARGE Private Bedroom Downtown -St Patrick Station",25480699,"Joseph","Kensington-Chinatown",43.65505,-79.3941,3,76,1,130,17,8.44,4,60,3
"11247",29383433,"03 room around York University Subway",43488381,"Runying","York University Heights",43.76718,-79.49623,3,36,5,9,139,0.56,35,365,4
"11248",29383718,"2 full bedrooms/1 parking spot/tourist location",94892050,"Samanta","Waterfront Communities-The Island",43.6427,-79.38168,1,199,1,132,46,9.66,1,205,3
"11249",29384339,"1-Big bedroom near subway with a parking lot(1)",146328351,"Anna","High Park-Swansea",43.64381,-79.48151,3,64,2,68,15,4.24,9,31,2
"11250",29387933,"Charming Beach Retreat - walk to Queen!",93160875,"Virginia","The Beaches",43.67476,-79.29122,1,130,2,4,187,0.44,1,178,2
"11251",29388347,"LOON's NEST - Clean & cozy downtown condo retreat",12620339,"Jp","Waterfront Communities-The Island",43.64201,-79.39919,1,97,2,118,27,7.68,1,154,3
"11252",29393522,"Spacious clean cozy apartment",217818571,"Estelle","Woodbine Corridor",43.68396,-79.31915,3,45,1,10,143,0.64,1,357,4
"11253",29395371,"INCREDIBLE DOWNTOWN 1BR + den CONDO /  Enjoy : )",216620812,"Lee","Niagara",43.64103,-79.4156,1,300,2,1,412,0.07,1,364,2
"11254",29395502,"Beautiful Modern 2 Bedroom + Den with Lakeview",201314182,"Basil","Birchcliffe-Cliffside",43.67567,-79.27709,1,400,2,1,371,0.08,2,74,2
"11255",29396023,"A very stylish and comfortable One bedroom & a Den",196900989,"Keji","West Humber-Clairville",43.72009,-79.60429,1,86,1,8,393,0.51,1,0,2
"11256",29396259,"Newly Renovated 2 Bedroom Luxury Condo W/ Parking!",80886198,"Cass","Henry Farm",43.77325,-79.34584,1,140,2,77,5,5.09,1,199,4
"11257",29397259,"Queen West 2 Bed Apt -  Same block as Drake Hotel",26024776,"Natasha","Little Portugal",43.64365,-79.42442,1,148,3,49,43,3.4,1,83,2
"11258",29400113,"Luxury 1 Br| Downtown| Union Station| Balcony| ACC",161787486,"Water","Waterfront Communities-The Island",43.64143,-79.38125,1,99,1,74,124,4.72,9,70,3
"11259",29402719,"Downtown.Yonge&Bloor.Private Room+WashR. OnSubway.",64820004,"Zoya","Rosedale-Moore Park",43.67149,-79.38487,3,65,1,3,157,0.39,1,364,2
"11260",29408872,"Private Room 5 minutes from the UP w/ Parking",131222774,"Derek","Weston-Pellam Park",43.66982,-79.46009,3,70,1,1,410,0.07,1,0,2
"11261",29409848,"GORGEOUS CONDO in DOWNTOWN TORONTO!!",153451557,"Dariush","Niagara",43.63774,-79.40379,1,99,29,17,51,1.09,4,80,2
